GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
" ""06081""","San Mateo, CA",8,CAINC1,2,...,Population (persons) 1/,Number of persons,552230,557022,556302,559525,567149,568431,575390,580571,581775,582630,585612,588442,591734,595851,606455,613706,620182,621584,628256,636614,646078,650174,655493,662931,669581,674871,679690,687243,697512,702651,704538,707820,705621,697628,693057,690161,690078,690176,693849,703830,713617,719948,728945,739700,749131,757653,765479,767928,768658,768410,764810,758308
" ""06081""","San Mateo, CA",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,5656,6098,6497,6976,7480,8245,9044,9746,10611,11867,13212,14944,16923,18091,19190,21191,22264,23511,24529,26372,28119,29314,30269,31675,32837,33957,36259,40104,41317,46062,52681,61297,58652,55166,55929,60132,65014,72215,76054,74932,71218,73327,79025,87241,86833,92531,101261,106115,116077,125332,132133,141841
" ""06083""","Santa Barbara, CA",8,CAINC1,1,...,Personal income (thousands of dollars),Thousands of dollars,1241440,1338257,1429790,1570222,1743627,1920803,2119517,2347422,2583164,2951811,3314174,3773852,4302836,4651106,5036726,5669668,6103760,6499147,6868749,7424092,8026689,8303443,8770037,9134464,9333973,9654421,9863506,10319542,10720989,11637434,12375897,13452206,13712910,13646282,14366153,16035779,16951642,18293482,18830753,18849505,18457537,19169008,20436051,21686257,21700940,23100937,24586718,24957074,25871490,27072460,27937231,30190183
" ""06083""","Santa Barbara, CA",8,CAINC1,2,...,Population (persons) 1/,Number of persons,261991,265291,269930,276957,277414,278431,282626,286075,290381,295397,295423,300191,305588,313073,322294,329133,338569,345651,352021,355810,365695,370565,374910,378003,380064,384226,384582,386108,391290,394738,396906,399990,403164,405178,406810,407284,408079,408085,411243,415859,420356,424218,425404,429635,434503,438921,442051,444112,444998,445137,445464,444766
" ""06083""","Santa Barbara, CA",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4738,5044,5297,5670,6285,6899,7499,8206,8896,9993,11218,12572,14081,14856,15628,17226,18028,18803,19512,20865,21949,22408,23392,24165,24559,25127,25647,26727,27399,29481,31181,33631,34013,33680,35314,39372,41540,44828,45790,45327,43909,45187,48039,50476,49944,52631,55620,56195,58138,60818,62715,67879
" ""06085""","Santa Clara, CA",8,CAINC1,1,...,Personal income (thousands of dollars),Thousands of dollars,5049817,5457701,5873789,6517149,7271881,8156913,9058941,10109837,11317283,12996517,15046841,17354451,19716422,21602443,23832046,26633678,28282032,29354409,31164361,34126180,36627843,38415902,40001490,43033325,43837274,45631137,50281159,54703593,60671253,65676125,74026124,92231220,86910592,81264803,81820270,84274714,89161738,98273958,106696523,106581681,100257652,108989948,119345365,132870454,135196583,148233453,163485579,177057092,191942970,209319322,220402406,235835442
" ""06085""","Santa Clara, CA",8,CAINC1,2,...,Population (persons) 1/,Number of persons,1033442,1071425,1100482,1138754,1163918,1164621,1192772,1206702,1231639,1260365,1271379,1301515,1324722,1345039,1374018,1396226,1419520,1429933,1447591,1472234,1498121,1498307,1513118,1531886,1549185,1561366,1580245,1608695,1637414,1658960,1671498,1684947,1688082,1669348,1663592,1663167,1675312,1691159,1712026,1740964,1765137,1786001,1811891,1837605,1866050,1891286,1915736,1928144,1932251,1931985,1922411,1907105
" ""06085""","Santa Clara, CA",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4886,5094,5337,5723,6248,7004,7595,8378,9189,10312,11835,13334,14883,16061,17345,19075,19924,20529,21528,23180,24449,25640,26436,28092,28297,29225,31819,34005,37053,39589,44287,54738,51485,48681,49183,50671,53221,58110,62322,61220,56799,61025,65868,72306,72451,78377,85338,91828,99336,108344,114649,123661
" ""06087""","Santa Cruz, CA",8,CAINC1,1,...,Personal income (thousands of dollars),Thousands of dollars,508952,558375,623329,707795,820147,937464,1063053,1217157,1397624,1611473,1837404,2135900,2424888,2594812,2917647,3238443,3433684,3683657,3951216,4325897,4591240,4982518,5180197,5538322,5753255,5977393,6380484,6871429,7418152,7994273,8842512,10224645,10171400,9946642,10037173,10401614,10466734,11070833,11676346,12033140,11727141,12679406,13136782,13968199,14312814,14978228,15829919,16299041,17265154,17996936,18825262,20502635
" ""06087""","Santa Cruz, CA",8,CAINC1,2,...,Population (persons) 1/,Number of persons,122243,124788,129886,141878,145347,149828,158622,168026,175132,174865,184041,189305,193590,197353,201921,205964,212143,216661,221202,225700,231463,229616,229935,232912,235386,237714,239324,241168,245344,250889,253667,255835,256045,254531,253021,252356,251377,251616,253304,256520,260009,263174,264927,266391,268836,270863,273495,274476,274865,273713,272870,269925
" ""06087""","Santa Cruz, CA",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4163,4475,4799,4989,5643,6257,6702,7244,7980,9216,9984,11283,12526,13148,14449,15723,16186,17002,17862,19167,19836,21699,22529,23779,24442,25145,26660,28492,30236,31864,34859,39966,39725,39078,39669,41218,41638,43999,46096,46909,45103,48179,49586,52435,53240,55298,57880,59382,62813,65751,68990,75957
" ""06089""","Shasta, CA",8,CAINC1,1,...,Personal income (thousands of dollars),Thousands of dollars,289574,315205,348129,382075,434362,497975,562845,646233,728667,851500,974419,1083423,1179141,1260842,1371034,1513727,1615823,1744320,1897407,2093170,2323011,2541648,2713034,2896498,3010702,3135342,3249393,3378817,3562687,3751246,3939606,4185219,4587877,4758695,4914549,5062595,5172670,5540605,5782966,5811619,5853713,6100254,6243585,6370270,6472904,6896643,7305880,7515347,7782259,8003884,8338615,9246550
" ""06089""","Shasta, CA",8,CAINC1,2,...,Population (persons) 1/,Number of persons,76290,77980,79434,80656,84249,86651,92082,94909,100157,103572,112199,116590,120270,121513,122807,125322,128461,130119,132958,136627,140997,148606,153746,156800,157735,158621,159198,159737,160761,162034,161987,163615,166408,170198,173202,174867,175615,176166,176548,177247,177279,177277,177613,177908,178447,178904,178386,178592,179403,179666,179645,179027
" ""06089""","Shasta, CA",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3796,4042,4383,4737,5156,5747,6112,6809,7275,8221,8685,9293,9804,10376,11164,12079,12578,13406,14271,15320,16476,17103,17646,18473,19087,19766,20411,21152,22161,23151,24321,25580,27570,27960,28375,28951,29455,31451,32756,32788,33020,34411,35153,35807,36274,38549,40955,42081,43379,44549,46417,51649
" ""06091""","Sierra, CA",8,CAINC1,1,...,Personal income (thousands of dollars),Thousands of dollars,9138,9670,12820,12259,14952,15508,16473,20212,21277,23052,26341,29394,30397,33143,36238,39452,43911,46687,48679,51075,54300,51152,53044,57086,61239,61897,64494,69486,73875,76301,80694,84129,90467,85831,87855,88413,88894,90534,93913,93753,96488,102635,105101,109439,110719,115186,113967,117912,125014,126640,134432,143487
" ""06091""","Sierra, CA",8,CAINC1,2,...,Population (persons) 1/,Number of persons,2387,2391,2444,2381,2469,2470,2699,2862,2898,2887,3037,3076,3083,3276,3292,3273,3270,3237,3251,3328,3310,3323,3336,3322,3395,3396,3466,3498,3488,3515,3480,3574,3518,3482,3511,3430,3378,3424,3373,3320,3248,3220,3100,3068,3031,2976,2990,2956,3008,2961,2959,2920
" ""06091""","Sierra, CA",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3828,4044,5245,5149,6056,6279,6103,7062,7342,7985,8673,9556,9860,10117,11008,12054,13428,14423,14974,15347,16405,15393,15900,17184,18038,18226,18608,19864,21180,21707,23188,23539,25715,24650,25023,25776,26316,26441,27843,28239,29707,31874,33904,35671,36529,38705,38116,39889,41561,42769,45432,49139
" ""06093""","Siskiyou, CA",8,CAINC1,1,...,Personal income (thousands of dollars),Thousands of dollars,130861,137628,149097,161325,191902,205815,225824,254946,267553,308623,344584,400022,414540,431378,454416,487601,504388,531836,561115,600111,651128,684812,720214,743527,771125,799885,823423,866039,892634,933987,964278,1017802,1076374,1112254,1140964,1212711,1207718,1290718,1352813,1423276,1375806,1421731,1487316,1492602,1514642,1605053,1744696,1797512,1831852,1870885,1928087,2147709
" ""06093""","Siskiyou, CA",8,CAINC1,2,...,Population (persons) 1/,Number of persons,33022,33258,33382,33514,34318,34568,34947,35639,36581,37647,38781,39952,40757,41279,41212,41267,41586,41178,41403,42026,42851,43743,44035,44298,44150,44405,44760,44707,45030,44848,44424,44218,43908,43965,44287,44394,44641,44487,44465,44780,44788,44941,44622,44091,43550,43357,43275,43402,43647,43624,43663,43245
" ""06093""","Siskiyou, CA",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3963,4138,4466,4814,5592,5954,6462,7154,7314,8198,8885,10013,10171,10450,11026,11816,12129,12916,13553,14280,15195,15655,16355,16785,17466,18013,18396,19371,19823,20826,21706,23018,24514,25299,25763,27317,27054,29013,30424,31784,30718,31635,33331,33853,34779,37019,40316,41415,41970,42887,44158,49664
" ""06095""","Solano, CA",8,CAINC1,1,...,Personal income (thousands of dollars),Thousands of dollars,706139,786126,873836,959760,1061626,1215018,1381732,1522717,1709435,1964146,2210169,2529292,2844830,3126582,3450873,3832150,4257748,4653790,5037305,5505874,6104537,6823378,7095025,7490595,7767482,7796480,8006341,8331433,8865485,9490504,10186952,11274240,12238527,12633770,13106360,13485746,13876899,14626319,15305329,15553067,15336377,15523758,16105941,16427187,17081978,17878690,19133533,20204602,20994917,22000414,23216760,26229523
" ""06095""","Solano, CA",8,CAINC1,2,...,Population (persons) 1/,Number of persons,168394,173238,178481,181259,183223,187439,191535,197971,204713,213619,224455,237456,246003,254348,260386,264416,271634,283617,296835,310048,326074,343463,354104,359919,364251,366072,365395,367608,371881,378657,387657,396974,404209,408226,408409,409301,408181,408402,408243,408972,410290,413963,416325,419645,423634,428971,433378,438834,443554,445931,447434,446935
" ""06095""","Solano, CA",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4193,4538,4896,5295,5794,6482,7214,7692,8350,9195,9847,10652,11564,12293,13253,14493,15675,16409,16970,17758,18721,19866,20037,20812,21325,21298,21911,22664,23840,25064,26278,28400,30278,30948,32091,32948,33997,35814,37491,38030,37379,37500,38686,39145,40322,41678,44150,46042,47333,49336,51889,58688
" ""06097""","Sonoma, CA",8,CAINC1,1,...,Personal income (thousands of dollars),Thousands of dollars,863519,957026,1063234,1205719,1370646,1552265,1773564,2023175,2289555,2664526,3043203,3477261,3965958,4236873,4650295,5220940,5668660,6130011,6575465,7211764,8058225,8677571,9067260,9587374,10061979,10550598,11021041,11878837,12984551,14021391,14938217,16990757,17790249,17774429,18015377,18194304,18748317,20065258,20781276,20546186,19908814,20706909,21721132,22800347,23703525,25160288,27144768,28204208,29302060,30579770,31936312,34966152
" ""06097""","Sonoma, CA",8,CAINC1,2,...,Population (persons) 1/,Number of persons,200920,206003,212402,224091,237957,243028,253255,262654,273175,281442,291859,301586,308609,314636,321580,326863,335355,345270,356111,367893,380633,390495,397937,405151,410687,416152,422286,428399,437141,445901,453421,460421,465293,465298,466489,466809,465938,465188,467356,473091,479479,484675,487231,489784,493870,498317,500598,502445,502203,497221,492318,489819
" ""06097""","Sonoma, CA",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4298,4646,5006,5380,5760,6387,7003,7703,8381,9467,10427,11530,12851,13466,14461,15973,16903,17754,18465,19603,21171,22222,22786,23664,24500,25353,26099,27728,29703,31445,32946,36903,38235,38200,38619,38976,40238,43134,44466,43430,41522,42723,44581,46552,47995,50491,54225,56134,58347,61501,64869,71386
" ""06099""","Stanislaus, CA",8,CAINC1,1,...,Personal income (thousands of dollars),Thousands of dollars,716148,790180,854198,963489,1102270,1255143,1389427,1557694,1806559,2021879,2301197,2594554,2876552,3101512,3292851,3676102,4024487,4345529,4773624,5207829,5750412,6278916,6621270,6985482,7278578,7461839,7689849,8220856,8792202,9507374,10011568,10904210,11557561,12154126,12776796,13689671,14228421,14865192,15706619,15839650,15620894,16388842,17046112,17695226,18119224,19595042,21021674,21674497,22365427,22927585,23860986,26928822
" ""06099""","Stanislaus, CA",8,CAINC1,2,...,Population (persons) 1/,Number of persons,191271,195578,199698,201644,215178,222484,229518,236293,246995,247280,260933,267852,275137,280737,288504,293879,301285,311154,323380,336063,353017,375312,386163,394725,401805,406274,410337,415159,421264,428754,438609,449471,463761,477469,487357,492613,500020,504651,507834,509032,511536,515137,517515,520336,523313,527814,532954,538986,544494,547855,549761,550081
" ""06099""","Stanislaus, CA",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3744,4040,4277,4778,5123,5641,6054,6592,7314,8176,8819,9687,10455,11048,11414,12509,13358,13966,14762,15497,16289,16730,17146,17697,18115,18367,18740,19802,20871,22174,22826,24260,24921,25455,26217,27790,28456,29456,30929,31117,30537,31815,32938,34007,34624,37125,39444,40213,41076,41850,43402,48954
" ""06101""","Sutter, CA",8,CAINC1,1,...,Personal income (thousands of dollars),Thousands of dollars,192421,204339,224528,250572,291808,342946,372788,372426,417274,454381,502103,584279,638323,637210,654465,756029,822175,851593,916096,976389,1074611,1126275,1247510,1348397,1412370,1507115,1577045,1638652,1707884,1817339,1978165,2055784,2050560,2132285,2286118,2463782,2576108,2823356,3056188,3217790,3248463,3266407,3362999,3338879,3492862,3551487,3827241,3934150,3992552,4175311,4366230,4889628
" ""06101""","Sutter, CA",8,CAINC1,2,...,Population (persons) 1/,Number of persons,41775,42140,43040,43177,45051,46202,47419,48687,49473,50050,51681,52580,53818,55230,56762,56648,57599,58478,59780,61075,62704,64854,67153,69118,70675,72641,74253,75255,76314,76923,78216,79192,80138,82162,84671,86484,88764,91112,92959,93855,94366,94742,94466,94153,94457,94721,95224,95769,96161,96348,96910,96385
" ""06101""","Sutter, CA",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4606,4849,5217,5803,6477,7423,7862,7649,8434,9079,9715,11112,11861,11537,11530,13346,14274,14563,15324,15987,17138,17366,18577,19509,19984,20747,21239,21775,22380,23625,25291,25959,25588,25952,27000,28488,29022,30988,32877,34285,34424,34477,35600,35462,36978,37494,40192,41080,41519,43336,45054,50730
" ""06103""","Tehama, CA",8,CAINC1,1,...,Personal income (thousands of dollars),Thousands of dollars,107513,114847,120165,131773,153083,161279,172576,196016,226656,264955,297956,337360,366382,399836,423700,458111,488210,519052,546480,588821,636776,668565,702202,759151,779289,811144,853583,909165,952148,967267,1021599,1091243,1176739,1241786,1305326,1398078,1497818,1569123,1694992,1690898,1739142,1818045,1900314,1992143,2008722,2163900,2282267,2319503,2462459,2521649,2657943,2967174
" ""06103""","Tehama, CA",8,CAINC1,2,...,Population (persons) 1/,Number of persons,29044,29614,30115,29971,30922,31880,32307,33357,34500,35936,37321,39165,40196,41329,42260,43203,44325,44845,45982,47173,48558,49913,51205,52189,52690,53670,54689,54943,55049,55394,55517,56170,56685,57380,58528,59571,60602,61587,62147,62648,62891,63562,63337,63213,62878,62797,63150,63468,63827,63904,65186,64494
" ""06103""","Tehama, CA",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3702,3878,3990,4397,4951,5059,5342,5876,6570,7373,7984,8614,9115,9674,10026,10604,11014,11574,11885,12482,13114,13395,13714,14546,14790,15114,15608,16547,17296,17462,18402,19428,20759,21641,22303,23469,24716,25478,27274,26990,27653,28603,30003,31515,31946,34459,36140,36546,38580,39460,40775,46007
" ""06105""","Trinity, CA",8,CAINC1,1,...,Personal income (thousands of dollars),Thousands of dollars,24847,26082,31386,35153,42406,48621,55034,62394,69833,79503,88608,99886,109652,112625,124185,133594,142174,151699,157590,171052,182730,188467,195575,208650,214451,219816,227387,237493,243477,244970,257798,266356,286076,296075,306383,316744,309821,318442,344508,357591,365372,381724,385631,386649,395072,423892,451520,452396,460139,481864,492978,536007
" ""06105""","Trinity, CA",8,CAINC1,2,...,Population (persons) 1/,Number of persons,7261,7687,7939,8273,8763,9096,9594,9855,10511,11178,11600,11955,12323,12316,12467,12750,12881,12811,12715,13051,13145,13052,13097,13216,13268,13552,13525,13485,13278,13171,13050,12980,12859,13064,13210,13159,13440,13634,13648,13656,13762,13755,13685,13494,13427,13126,13094,12827,12727,12598,12337,12216
" ""06105""","Trinity, CA",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3422,3393,3953,4249,4839,5345,5736,6331,6644,7112,7639,8355,8898,9145,9961,10478,11037,11841,12394,13106,13901,14440,14933,15788,16163,16220,16812,17612,18337,18599,19755,20520,22247,22663,23193,24071,23052,23356,25242,26186,26549,27752,28179,28653,29424,32294,34483,35269,36155,38249,39959,43877
" ""06107""","Tulare, CA",8,CAINC1,1,...,Personal income (thousands of dollars),Thousands of dollars,639343,699055,759398,861181,1020924,1185031,1262161,1413389,1555218,1774904,2100902,2324712,2447435,2638801,2712227,2983245,3151598,3369613,3721174,3978308,4240546,4685596,4808049,5357044,5506271,5771675,5895436,6353185,6476071,6901222,7175557,7377639,8082021,8307379,9006153,9940211,10473140,10820149,12323476,12323825,12112142,13310629,14150421,14225218,14557034,16048859,16464644,17256733,17803980,17927225,18648743,21722554
" ""06107""","Tulare, CA",8,CAINC1,2,...,Population (persons) 1/,Number of persons,185701,189191,194103,197643,201805,206589,213115,219123,225906,233220,240074,247426,253694,259759,267034,273255,280000,285767,291752,298075,304451,314062,323705,331956,339253,345668,348127,350732,354946,359854,364708,368627,373171,379568,388743,398226,407970,414921,422140,429283,436987,442953,446709,449625,452259,454858,456794,458991,462072,464279,465751,468680
" ""06107""","Tulare, CA",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3443,3695,3912,4357,5059,5736,5922,6450,6884,7610,8751,9396,9647,10159,10157,10917,11256,11791,12755,13347,13929,14919,14853,16138,16231,16697,16935,18114,18245,19178,19675,20014,21658,21886,23167,24961,25671,26078,29193,28708,27717,30050,31677,31638,32187,35283,36044,37597,38531,38613,40040,46348
" ""06109""","Tuolumne, CA",8,CAINC1,1,...,Personal income (thousands of dollars),Thousands of dollars,78490,84142,89915,95077,106182,127448,153240,182230,210213,244246,276939,316566,352255,371766,404684,451362,496067,553110,595685,647910,723581,790521,804781,874378,901177,934010,959701,1008539,1073237,1148914,1201131,1310238,1422983,1459831,1530907,1615115,1668750,1737302,1807415,1837505,1792445,1904236,1973610,2003233,1976962,2098047,2234222,2322864,2368572,2424695,2506335,2709838
" ""06109""","Tuolumne, CA",8,CAINC1,2,...,Population (persons) 1/,Number of persons,21286,22360,23057,23264,24173,24871,25964,26520,28441,30775,32850,34205,35246,36259,37255,38058,39741,41583,43335,45029,46877,48845,50037,50806,51774,52068,51812,52474,52678,53098,53857,54658,55253,55850,56513,56602,56788,56680,56339,56320,55845,55164,54808,54201,53975,53830,53599,53729,53953,54250,54290,54515
" ""06109""","Tuolumne, CA",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3687,3763,3900,4087,4393,5124,5902,6871,7391,7937,8430,9255,9994,10253,10863,11860,12482,13301,13746,14389,15436,16184,16084,17210,17406,17938,18523,19220,20374,21638,22302,23972,25754,26138,27089,28535,29386,30651,32081,32626,32097,34520,36010,36959,36627,38975,41684,43233,43901,44695,46166,49708
" ""06111""","Ventura, CA",8,CAINC1,1,...,Personal income (thousands of dollars),Thousands of dollars,1567032,1675029,1846661,2086155,2368468,2697313,3067325,3415649,3925078,4631103,5233301,6075966,6889811,7502143,8134982,9076701,9880063,10817704,11796155,12944377,13967127,14970554,15621492,16207128,16983115,17665815,18835782,19600729,21018291,21993732,23665634,25841629,27370512,28126558,29743502,31773526,32987191,35353194,36810102,37041305,36167195,37837831,39777071,41563660,42045001,44266607,46380512,47741677,49183016,51035138,53344954,56728142
" ""06111""","Ventura, CA",8,CAINC1,2,...,Population (persons) 1/,Number of persons,369811,381174,395691,408523,419461,433885,448918,460485,478695,494086,512189,532827,546389,562142,575586,588790,602819,615422,632062,650851,664692,670117,675706,684143,689943,698509,703486,710215,721107,730779,743357,756506,766689,779489,788070,793994,794197,798183,800027,806353,815130,825144,829908,833287,837729,842113,845599,846921,848264,847222,844203,841387
" ""06111""","Ventura, CA",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4237,4394,4667,5107,5646,6217,6833,7418,8200,9373,10218,11403,12610,13346,14133,15416,16390,17578,18663,19888,21013,22340,23119,23690,24615,25291,26775,27598,29147,30096,31836,34159,35700,36083,37742,40017,41535,44292,46011,45937,44370,45856,47929,49879,50189,52566,54849,56371,57981,60238,63190,67422
" ""06113""","Yolo, CA",8,CAINC1,1,...,Personal income (thousands of dollars),Thousands of dollars,404488,437451,487665,549040,618977,725770,792473,813956,924586,1019804,1149038,1313377,1427335,1478287,1529822,1734634,1856363,2006598,2177899,2301557,2583219,2848002,2982937,3101886,3193717,3416154,3625120,3761802,4003633,4171626,4452239,4732430,5239928,5444262,5789465,6165498,6416279,6997412,7531623,7881014,7898891,8050100,8672719,8950133,9222837,9784846,10425111,10775999,11037080,11376143,11968607,12830169
" ""06113""","Yolo, CA",8,CAINC1,2,...,Population (persons) 1/,Number of persons,89817,92144,95307,101668,97694,99899,102227,101389,105909,111100,109575,113791,115238,117748,119398,120861,123769,125166,128526,133311,138252,142214,145100,146568,148165,149972,152628,155359,158876,161743,165269,169835,175337,180327,182954,185237,186269,189615,194339,197154,199791,201061,201931,204558,206267,208368,211998,215569,218470,220082,220019,219728
" ""06113""","Yolo, CA",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4503,4747,5117,5400,6336,7265,7752,8028,8730,9179,10486,11542,12386,12555,12813,14352,14999,16031,16945,17265,18685,20026,20558,21163,21555,22779,23751,24214,25200,25792,26939,27865,29885,30191,31644,33284,34446,36903,38755,39974,39536,40038,42949,43754,44713,46959,49176,49989,50520,51690,54398,58391
" ""06115""","Yuba, CA",8,CAINC1,1,...,Personal income (thousands of dollars),Thousands of dollars,158952,177653,191927,203054,219774,246766,266738,274899,312221,345897,392080,428062,462876,481725,496569,551225,589836,620766,666784,708035,769590,811501,864463,911783,917522,923269,947553,982923,1024391,1059163,1154173,1207647,1325048,1408924,1518152,1627126,1761677,1919558,2078254,2199242,2198226,2258158,2345359,2376993,2471665,2557294,2757097,2864477,2948565,3111892,3250687,3717241
" ""06115""","Yuba, CA",8,CAINC1,2,...,Population (persons) 1/,Number of persons,44660,44964,45305,44328,44929,45161,45411,47292,47489,48275,48930,49808,50013,51175,51721,52404,53330,53778,54774,55841,57010,58645,59524,60768,61275,61877,61070,60905,60111,60093,59881,60372,61249,62100,62733,63742,66285,69272,70761,71773,71607,72345,72480,72770,73082,73527,74039,74920,76575,77418,78549,80160
" ""06115""","Yuba, CA",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3559,3951,4236,4581,4892,5464,5874,5813,6575,7165,8013,8594,9255,9413,9601,10519,11060,11543,12173,12679,13499,13838,14523,15004,14974,14921,15516,16139,17042,17625,19274,20003,21634,22688,24200,25527,26577,27710,29370,30642,30698,31214,32359,32664,33820,34780,37238,38234,38506,40196,41384,46373
Note: See the included footnote file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAINC1: Personal Income Summary: Personal Income, Population, Per Capita Personal Income ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Last updated: November 16, 2021-- new statistics for 2020; revised statistics for 1998-2019.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
